Start_Time,End_Time,Text,Confidence
4.0,6.6,we may have to have you move your number up just a little bit so we can,0.941578209400177
12.7,15.5, thank you can be charged,0.9144554734230042
17.7,19.1, Van Gogh all right,0.5117394328117371
50.9,54.4, over here,0.5357328057289124
56.2,61.9, again so I'm supposed to respond right okay and I stay right here,0.8677915334701538
84.2,85.0, I'm pleased,0.6378486752510071
89.5,91.7, are you okay with this yes I am,0.9835209250450134
96.5,97.5, I didn't great,0.9553875923156738
101.4,103.3, I'm originally from Venezuela,0.9792027473449707
108.2,109.2, I was 2 years old,0.8780729174613953
112.0,113.3, Vanessa West,0.481647253036499
116.7,118.9, it only once,0.9601409435272217
121.7,127.2, I do not have family there anymore by my siblings live in Florida now days,0.9240310192108154
134.0,146.3, why are there so many things I like about a Leo I like the weather I like people there's a diverse Community overall I think the weather were very like it here,0.9110326766967773
150.7,151.8, traffic,0.9391000866889954
156.0,159.4, I'm sure you can tell by my shoes I got much of a world Explorer,0.9109007120132446
162.7,163.6, troublesome,0.9555120468139648
167.4,176.4, meeting new people and doing you learn about new cultures I enjoyed languages traveling itself,0.8424369096755981
180.9,193.2, I have a travel to Italy I live there for 7 1/2 years and I studied abroad I have a few countries through Europe and I had a real good time,0.8780420422554016
197.3,205.2, probably traveling Trail alone Europe and getting to know cities in that way,0.906160295009613
206.6,207.3, awesome,0.9779703617095947
210.2,214.9, do you consider yourself more shy or outgoing totally outgoing,0.9470482468605042
216.8,230.3, sometimes when I'm feeling 10 I turn on the fish tank screensaver hey I know it's not Hawaii but it's the best I've got what do you do to relax do meditation,0.9300821423530579
235.4,241.8, especially a practice that it becomes very natural so my bed is able to,0.8727512955665588
245.3,253.0, since when I'm not feeling at ease and I naturally breathe and start my meditation process,0.9339612722396851
254.2,255.0, how hot is it,0.8708013296127319
255.7,271.0, it could be hard if you don't practice it everyday or if you're not able to quiet your mind however if you meditate for a long time it becomes a practice like going to the trim or drinking any water you can naturally learn to meditate,0.9449885487556458
277.3,278.6, I think pretty good,0.965887188911438
279.9,280.6, when was the,0.9876290559768677
283.7,290.8, I typically do not argue and I don't remember any instance of arguing with anyone recently,0.9705681800842285
292.7,293.1, okay,0.9743437767028809
300.2,303.1, maybe being on the freeway and taking the wrong exit,0.9464955925941467
304.6,311.6, I would have probably been to my probably GPS or not being overconfident,0.8728345036506653
